City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
267,Manutuke,86,NZ,2021-07-20 23:05:10,64,-38.6833,177.9167,55.98,7.2
268,Kishi,95,NG,2021-07-20 23:05:10,85,9.0833,3.85,74.03,6.55
269,Gawler,99,AU,2021-07-20 23:01:42,91,-34.6,138.7333,44.64,2.26
270,Vardo,93,NO,2021-07-20 23:05:11,93,70.3705,31.1107,42.42,16.15
271,Busayra,8,JO,2021-07-20 23:05:11,43,30.7376,35.6078,70.97,5.19
272,Mwinilunga,18,ZM,2021-07-20 23:05:12,50,-11.7358,24.4293,55.06,2.71
273,Mumford,8,GH,2021-07-20 23:05:12,84,5.2618,-0.759,75.24,10.8
274,Garowe,65,SO,2021-07-20 23:05:13,52,8.4054,48.4845,76.86,22.35
275,Katangli,100,RU,2021-07-20 23:05:13,81,51.7102,143.2326,62.02,9.93
276,Necochea,47,AR,2021-07-20 23:05:14,76,-38.5473,-58.7368,47.03,8.81
277,Mezen,90,RU,2021-07-20 23:05:14,97,65.8522,44.24,49.53,5.19
278,Burnie,63,AU,2021-07-20 23:05:14,84,-41.0667,145.9167,48.94,8.66
279,Tessalit,84,ML,2021-07-20 23:05:15,28,20.1986,1.0114,94.69,12.66
280,Tonantins,83,BR,2021-07-20 23:05:15,87,-2.8731,-67.8022,74.64,1.3
281,Pangai,12,TO,2021-07-20 23:05:16,73,-19.8,-174.35,77.41,16.53
282,Clyde River,100,CA,2021-07-20 23:05:16,95,70.4692,-68.5914,34.56,8.34
283,Touros,7,BR,2021-07-20 23:05:16,76,-5.1989,-35.4608,76.1,14.7
284,Codrington,100,AU,2021-07-20 23:05:17,82,-38.2667,141.9667,49.64,8.79
285,Cravo Norte,45,CO,2021-07-20 23:05:17,78,6.3017,-70.2041,78.69,2.48
286,Hofn,64,IS,2021-07-20 23:03:11,82,64.2539,-15.2082,55.53,5.79
287,Binzhou,100,CN,2021-07-20 23:05:18,90,37.3667,118.0167,76.77,8.39
288,Bolgatanga,79,GH,2021-07-20 23:05:18,63,10.7856,-0.8514,81.27,5.95
